avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
144,sales,,1,3,,medium,0.838725787,4
176,support,,0.531186566,6,,medium,0.237862716,5
255,sales,,0.780761124,3,,medium,0.308553752,4
139,engineering,,0.620948451,4,,high,0.87615186,3
192,sales,,1,4,,low,0.69803446,2
258,support,,0.822774095,4,,low,0.908321563,4
155,marketing,,0.531659911,2,,low,0.442951502,3
263,IT,,0.546997128,4,,low,0.969816846,3
267,sales,,0.997102046,6,,medium,0.136565768,4
165,sales,1,0.737971594,3,,medium,0.803441885,3
183,sales,1,0.604240073,5,,low,0.477728763,2
155,engineering,,,2,,low,0.718587784,2
239,IT,,,5,,low,1,3
275,sales,,0.789365923,2,,low,0.533439686,2
271,support,,0.8895297,4,,high,0.169474095,6
173,finance,,,5,,low,0.43495775,2
145,support,,0.535068436,2,,medium,0.467822891,3
125,sales,1,0.958388297,2,,low,0.459486518,4
195,sales,,0.756762763,3,,medium,0.957739908,2
266,sales,,0.798281913,2,,low,0.535236767,2
137,finance,,0.936003788,3,,low,0.614074143,3
206,engineering,,0.669732021,5,,low,0.948231908,4
188,finance,,0.940554954,3,,medium,0.961885406,4
196,sales,,0.523200521,3,,medium,0.381204651,3
128,sales,1,0.870130651,4,,medium,0.742366031,3
217,product,1,0.514954416,4,,medium,0.618510874,4
217,sales,,0.749562502,5,,low,0.609817013,2
146,support,1,0.491584026,2,,low,0.327308235,3
152,finance,,0.457984933,2,,low,0.36156732,3
260,marketing,,0.870714331,3,,medium,0.752521808,3
131,support,,0.49023722,2,,medium,0.485115036,3
137,IT,,0.455848897,3,,medium,0.78858483,2
246,finance,1,0.606991728,2,,low,0.796242197,5
178,support,,0.601644851,3,,low,0.180617342,5
262,support,,0.485879032,4,,medium,0.737781014,2
205,IT,,0.706898024,4,,low,0.552112525,4
256,engineering,,0.886470168,4,,low,0.721723044,5
137,sales,,0.936408455,6,,low,1,10
223,product,1,0.863393304,5,,medium,0.729318445,5
196,management,,0.759055646,4,,low,0.225333736,3
215,sales,,,4,,low,0.839487421,2
188,sales,,0.449849864,3,,medium,0.353017858,7
145,support,1,0.758052765,4,,low,0.69615149,2
190,management,,0.72000795,3,,low,0.916397073,3
140,,,0.545386605,2,,medium,0.484350584,3
233,management,1,0.742201261,4,,low,0.667665404,4
151,sales,,0.515390339,2,,low,0.347576256,3
260,procurement,,0.629151494,3,,medium,0.560666304,3
237,product,1,0.942132386,2,,low,0.726036855,5
206,sales,1,0.651194497,5,,low,0.503259849,4
165,IT,,0.661115292,3,,low,0.732369652,3
143,engineering,1,,2,,low,0.443240863,3
148,sales,,0.453249539,2,,low,0.355837221,3
150,,1,0.430956674,2,,low,0.424372412,3
156,sales,,0.899723299,3,,low,0.918573378,3
209,sales,,0.695831754,5,,medium,0.171035231,4
179,engineering,,0.776010566,5,,medium,0.252163663,6
196,marketing,,0.740148246,5,,low,0.696466246,3
301,engineering,,0.976638769,6,,low,0.150827066,5
250,product,,0.834658273,7,,low,0.065602519,4
270,engineering,,0.789991576,5,,low,0.947147277,3
223,finance,,0.944957056,4,,medium,0.85033935,5
177,support,,0.634427848,4,,medium,0.975402352,4
224,sales,,0.553173097,4,,medium,0.747955579,3
143,sales,,0.577533126,2,,medium,0.42063505,3
189,product,1,0.699731351,5,,low,1,3
171,engineering,,0.817745619,5,,medium,0.14617074,6
155,sales,,0.472712354,2,,medium,0.417505921,3
305,marketing,,0.867376858,6,,low,0.163901327,4
114,engineering,,0.400471099,4,,medium,0.325482525,4
238,support,,0.931458715,2,,medium,0.674362968,4
227,finance,,0.861763386,4,,low,0.907877226,5
203,support,,0.847089015,3,,medium,0.846661439,3
216,support,1,0.882869699,5,,medium,0.691955554,10
285,procurement,,0.514399521,4,,low,0.527993969,3
211,engineering,,0.764249039,3,,low,0.36645265,3
144,finance,,0.459777225,4,,low,0.624357592,3
133,sales,,0.989505038,4,,low,0.643389318,4
149,IT,,0.440433836,2,,low,0.37487848,3
203,sales,1,0.799967057,4,,low,0.569586378,4
221,sales,1,0.854290654,3,,medium,0.949163845,3
133,sales,,0.986740634,3,,medium,0.617304301,5
149,engineering,,0.477596901,2,,medium,0.440363323,3
159,product,,0.502238348,2,,low,0.427395329,3
187,product,1,0.965417103,4,,low,0.810816011,6
149,sales,,0.462171903,2,,low,0.436653325,3
221,sales,,0.919399045,3,,low,0.671527008,3
160,finance,,0.965770135,5,,low,0.579959622,3
240,,,0.52373213,3,,low,0.906586368,2
255,information_technology,,0.993965983,4,,medium,0.822737317,5
151,engineering,,0.527400547,4,,medium,0.613946794,3
141,engineering,,0.543587823,4,,low,0.520063067,3
102,sales,,0.809297592,5,,medium,0.851208942,5
212,product,,0.773018023,4,,medium,0.829315533,2
275,sales,1,,2,,medium,0.623327238,3
199,IT,,0.619804651,3,,medium,0.881472618,2
145,support,,0.580305508,2,,low,0.361435292,3
145,product,,0.809784794,3,,low,0.629505272,2
99,finance,1,0.503356538,5,,low,0.400684266,4
265,,,0.657039627,5,,medium,0.655980329,3
104,temp,1,,2,,low,,
229,sales,,0.525358773,4,,medium,0.690937682,4
139,management,1,,4,,medium,0.95616151,3
185,engineering,1,0.866103009,2,,medium,0.926903439,3
177,,,0.779296293,4,,high,0.786728466,2
273,support,,0.866552675,3,,medium,0.943072071,4
184,marketing,1,0.908444845,4,,medium,0.560242476,2
236,IT,1,0.788946214,4,,low,0.895508823,3
198,engineering,1,0.54755135,4,,medium,0.496917902,2
154,support,,0.904822474,4,,medium,0.80018418,3
201,sales,,0.698023906,4,,low,0.531805172,3
225,,,0.694652505,4,,low,0.75220246,4
202,IT,,,5,,low,0.800086617,3
166,sales,1,0.508086722,4,,low,0.488659918,4
176,product,,0.968374985,5,,low,0.821244597,4
260,support,,0.754972705,3,,medium,0.918108007,2
145,engineering,,0.956025239,4,,medium,0.683963967,3
113,IT,,0.831958529,4,,medium,0.606470668,3
237,marketing,,0.819777293,5,,medium,0.899841406,5
149,,,0.668353237,5,,medium,0.178289594,3
240,sales,,0.953211344,5,,low,0.880176748,5
217,engineering,1,0.509353418,3,,medium,0.840682954,4
133,marketing,,0.834477484,3,,medium,0.96598321,8
139,admin,,0.683541562,2,,high,0.394899399,4
180,engineering,,,4,,low,0.782834617,3
162,admin,,0.922236983,4,,low,0.526902114,3
233,engineering,,0.803855135,3,,low,0.803435861,3
183,support,,0.669080778,4,,low,0.604296821,2
176,sales,,0.9630897,3,,medium,0.911176609,8
308,sales,,0.842773487,6,,medium,0.177488441,5
110,support,,0.803812869,2,,low,0.19849645,5
131,support,,,2,,medium,0.34420147,3
128,engineering,,0.513455106,6,,medium,1,4
205,IT,1,0.531261089,6,,medium,0.779100562,4
247,,,0.936825901,3,,low,0.850995822,2
238,marketing,,0.595531557,3,1,medium,0.65214271,4
205,,,0.861052773,3,,low,0.898911771,4
236,sales,,0.98948273,5,,low,0.833258364,5
167,finance,,0.868131532,4,,medium,0.763773722,2
203,engineering,,0.965877288,5,,low,0.945300868,3
268,support,,0.511139367,5,,medium,0.645196971,2
236,support,,0.84856409,4,,medium,0.73401076,4
234,product,,0.565872812,5,,low,0.3501861,2
142,sales,1,0.635144172,5,,low,1,2
159,product,,0.607131373,4,,medium,0.876570268,3
192,product,,0.886071906,5,,high,0.191246209,3
306,product,,0.742968635,7,,medium,0.128728501,4
201,sales,,0.804590803,2,,high,0.964948249,2
261,IT,,0.782818826,3,,medium,0.691127293,4
192,IT,,0.499090267,4,,medium,0.538771424,4
129,product,,0.395705275,4,,medium,0.238016728,4
157,sales,,,2,,medium,0.412705133,3
140,finance,,0.369953384,4,,medium,1,6
115,temp,,,2,,medium,,
259,engineering,1,0.832764487,4,,low,0.832432917,3
156,sales,,0.95051555,5,,medium,0.840140421,4
168,sales,1,0.730316268,5,,low,0.783487291,4
213,marketing,,0.687915199,3,1,medium,0.632619022,3
146,marketing,,0.570818827,2,,low,0.492472034,3
223,engineering,,0.941489816,6,,medium,0.853987574,2
266,product,,0.943366941,4,,medium,0.538152848,7
121,sales,,0.621021436,6,,low,0.771705855,5
148,sales,,0.426012392,6,,low,0.529152102,4
149,sales,,0.776775035,4,,medium,0.292634187,3
204,product,,0.543753218,3,,high,0.654087485,3
155,engineering,,0.498910682,2,,medium,0.388814896,3
176,support,,0.55140556,4,,high,0.876935164,4
213,sales,,,3,,medium,0.580132997,2
213,engineering,,,4,,low,0.91265607,3
249,IT,1,0.909966333,5,,low,0.928767482,3
229,sales,,0.890058375,5,,low,0.705401637,5
254,engineering,,0.942307388,6,,low,0.156973802,4
148,support,1,0.524979491,3,,low,0.712662792,3
135,IT,,0.647892293,3,,medium,0.544504897,3
224,support,,0.869119491,5,,medium,0.78850778,2
273,support,,0.657193804,5,,medium,0.46045169,3
166,sales,,0.713322078,4,,low,0.520890999,2
246,engineering,1,0.660005068,4,,medium,0.768500596,3
222,engineering,,0.600995029,4,,medium,0.758023047,3
253,engineering,,0.966988627,5,,medium,0.925533205,2
255,sales,,0.740883662,2,,low,0.881323438,7
142,,,0.593659285,2,,low,0.400472377,3
158,,1,0.586335999,2,,medium,0.821417518,3
239,finance,,0.834862576,3,,high,0.614468276,8
149,management,,0.799006643,4,,medium,0.54442822,2
136,support,,0.597349845,4,,medium,0.863064656,3
273,sales,,0.484886648,5,,medium,0.738294224,2
114,temp,,,1,,medium,,
195,sales,,0.961187573,4,,medium,0.78120644,3
199,management,1,0.917227499,3,,medium,0.697019155,3
134,finance,,,4,,medium,0.667881012,2
254,engineering,,0.85255757,6,,low,0.081762595,4
257,marketing,,0.82760074,5,,medium,0.871246647,3
162,engineering,,0.685716605,3,,low,0.606407268,3
255,engineering,,0.870242628,3,,low,0.932176293,2
95,temp,,,2,,low,,
226,sales,,0.919897853,3,,low,0.456921904,3
193,engineering,1,,3,,medium,1,3
223,sales,,0.902135744,3,,medium,0.93745007,4
235,engineering,,0.846005984,4,,low,0.905014403,3
274,engineering,,0.921599916,4,,low,0.923816603,6
232,sales,,0.725482561,5,,low,0.547080584,4
103,product,,0.596885584,6,,medium,0.610483978,4
269,support,,0.619188921,5,,medium,0.589838208,3
267,sales,,0.535886835,2,,medium,0.654060962,3
158,engineering,,0.552857354,4,,medium,0.845899785,5
149,,,,2,,low,0.464387711,3
147,admin,,0.605563314,3,,low,0.43454785,4
196,,1,0.810490638,4,,low,0.590060608,3
195,engineering,1,0.742105119,4,,medium,0.840311616,5
171,information_technology,,,4,,low,0.757120282,2
198,marketing,,0.638723845,4,,medium,0.813794484,3
226,engineering,,0.701037678,4,,high,0.721141858,2
169,support,1,0.435177587,2,,low,0.377238291,2
115,engineering,,0.584788934,3,,low,0.377272277,3
272,sales,,0.551870577,4,,low,0.690155477,3
170,sales,,0.841849754,4,,low,0.791875712,2
213,finance,,0.444519976,3,,low,0.432799536,3
223,product,,0.673931896,2,,medium,0.703729932,3
250,sales,1,,4,,low,0.859186941,3
245,sales,,0.772354299,4,,low,0.681034844,2
283,engineering,,0.83959322,7,,low,0.049548813,5
221,engineering,,0.968134381,5,,medium,0.863067707,5
299,marketing,,0.862751311,6,,low,0.098635907,4
268,marketing,,0.900886772,5,,medium,0.906613402,5
145,support,,0.443188196,3,,medium,0.474150536,2
136,,,0.802769491,5,,low,0.614823642,3
277,sales,,0.921705359,7,,low,0.159032986,5
151,engineering,,,6,,low,0.409561674,2
141,sales,1,0.943618956,6,,low,0.196958222,3
256,IT,,0.77177833,3,,medium,0.745728054,2
200,,,0.813764012,5,,low,0.765974713,3
181,engineering,,0.512155075,4,,low,0.522122975,3
260,,,0.762380745,4,,high,0.505470685,3
269,IT,,0.930676297,6,,low,0.094547721,4
155,engineering,1,0.895476249,4,,high,0.790800364,3
276,sales,,0.658356162,6,,medium,0.423452162,6
159,product,,0.505453728,2,,low,0.327724052,3
188,IT,,0.627785979,3,,low,0.659010662,5
243,sales,,0.698760512,5,,low,0.792005122,3
256,,,0.65308068,3,,low,0.882624045,4
173,information_technology,1,,2,,low,0.706270849,3
177,support,1,0.983325343,4,,medium,0.857323435,3
161,engineering,,,4,,medium,0.902189789,3
216,sales,,0.718207987,5,,low,0.767245027,3
222,engineering,1,0.756887849,3,,medium,0.967060529,6
248,sales,,0.967128776,4,,low,0.832706315,5
215,IT,,0.559892803,5,,low,0.667195147,2
126,sales,,0.331544911,2,,medium,0.741681786,3
176,support,,0.471183857,5,,high,0.803974564,3
238,management,,0.664868387,3,,medium,0.741759797,2
263,sales,,0.637363493,4,,medium,0.677319835,4
260,,,0.605851747,4,,low,0.90012761,2
280,sales,,0.77219488,6,,low,0.340032142,3
144,engineering,1,,3,,medium,0.440615076,3
248,support,,0.776863608,4,,medium,0.911490228,2
274,sales,,0.741130223,2,,high,0.208101595,10
264,engineering,,,4,,high,0.973483111,3
114,IT,,0.878239908,2,,low,0.68030529,4
218,product,,0.906875611,5,,low,0.971465002,6
233,sales,,0.781238763,3,,high,0.632901423,2
225,engineering,,0.545167142,3,,high,0.510235854,2
165,sales,,0.445532277,5,,high,0.775549103,2
208,IT,1,,4,,low,0.896951188,3
139,engineering,1,,5,,medium,0.659329,3
132,sales,,0.704367669,3,,medium,0.99507857,2
158,sales,,0.534454656,2,,low,0.45960602,3
106,management,,0.492430762,6,,high,0.490508657,6
221,engineering,,0.850030384,5,,low,0.796938065,5
254,support,,0.887248267,5,,low,0.844078323,6
227,engineering,,0.778661677,5,,low,0.602952763,2
224,engineering,,0.918178469,3,,low,0.738958415,3
141,sales,1,0.642805704,4,,low,0.686120966,2
202,IT,1,0.776164999,5,,low,0.774999281,3
158,sales,,0.958121999,3,,low,0.878788154,5
245,IT,,0.964254005,4,,medium,0.894401842,4
282,engineering,,0.795838462,6,,medium,0.176466096,4
152,support,,0.969410017,3,,medium,0.846800723,3
208,management,1,0.983532168,5,,medium,0.670189991,8
216,information_technology,,0.819017563,3,,high,0.308606269,3
244,IT,1,0.748495476,5,,low,0.971416002,2
221,marketing,,0.683309971,6,,medium,0.363079696,10
233,support,,,4,,low,0.636956126,2
159,sales,,0.513569851,4,,medium,0.896246604,2
244,sales,,0.998352858,4,,medium,0.76441793,3
176,sales,,0.752241701,5,,low,0.943919053,4
240,support,,0.794647032,5,,low,0.859199474,2
241,IT,,0.912471548,3,,low,0.622468318,3
154,support,,,3,,high,0.638968725,3
148,information_technology,1,0.464993658,2,,low,0.381575685,3
141,sales,,0.532008009,2,,medium,0.388824195,3
202,,,0.604397122,3,,high,0.970103601,2
293,support,,0.899135599,6,,low,0.100284351,4
138,engineering,,0.505605887,2,,low,0.402821217,3
215,sales,1,0.474239068,2,,low,0.77022027,2
196,engineering,,0.671603979,4,,low,0.958128243,2
239,product,,0.912928293,5,,low,0.879214429,5
271,,,0.740580155,4,,medium,0.817934012,3
188,support,,0.901858779,3,,low,0.423173861,5
191,product,,,4,,medium,0.818640645,2
189,IT,1,0.649832712,4,,medium,0.75223095,2
172,IT,,0.666310218,4,,medium,0.761086747,3
150,IT,,0.553408039,2,,medium,0.43834108,3
239,support,,0.561036465,5,,medium,0.509365992,3
274,finance,,,4,,high,0.139594379,3
274,support,,0.752972738,3,,medium,0.656468241,3
266,finance,,0.451662962,2,,low,0.480419753,3
308,procurement,,0.905343159,6,,low,0.094148436,4
227,engineering,1,0.774397174,3,,low,0.495985969,4
282,,,0.988916223,6,,medium,0.052536321,4
226,product,,0.949892483,4,,medium,0.81113301,5
269,sales,,0.969890193,7,,medium,0.11045925,4
265,support,,0.562377919,5,,low,0.846249448,3
113,engineering,,0.391834197,5,,medium,0.687378541,8
147,sales,,0.422607278,2,,low,0.433643847,3
156,sales,,0.422110835,2,,medium,0.420535984,3
182,IT,,0.571572863,3,,medium,0.802108931,3
222,sales,,0.739968064,4,,low,0.583702892,3
98,engineering,,0.410029436,3,,low,0.367859293,3
152,marketing,,0.656922328,3,,low,0.702101437,2
155,,,0.434717622,2,,medium,0.481274941,3
127,finance,,0.617942317,4,,low,0.369737826,5
194,information_technology,,0.843686565,3,,low,0.799937103,3
275,,,0.780901871,5,,low,0.507378174,5
120,sales,,0.421404307,3,,high,0.484330932,3
224,sales,1,0.581295456,5,,medium,0.713104887,3
143,support,1,0.661330119,6,,low,0.205268626,5
142,sales,,0.625659204,4,,medium,0.573383171,4
151,product,,0.531527923,3,,low,0.638966111,2
273,,,0.842074268,4,,medium,0.739217364,4
286,product,,0.495648969,3,,medium,0.687142059,6
310,support,,0.929111395,7,,medium,0.147991675,4
176,engineering,,0.681613076,3,,low,0.84864972,2
247,engineering,,0.889754383,3,,high,0.751535141,2
300,marketing,,0.811329051,6,,medium,0.09569315,4
133,marketing,,0.498217993,2,,low,0.364650613,3
200,engineering,,0.785665455,5,,medium,0.667219387,3
143,IT,,,2,,low,0.486754305,3
135,sales,,0.454637359,2,,low,0.320723191,5
266,support,1,0.803679738,4,,medium,0.920262298,3
162,engineering,1,0.714147454,5,,medium,0.544542353,3
260,finance,,0.450067363,4,,low,0.933908478,4
142,IT,,0.615611806,3,,low,0.528197132,4
240,engineering,,0.88611891,5,,low,0.766196922,6
153,product,,0.697788755,4,,low,0.657800667,3
181,support,,0.586448976,4,,low,0.821383711,2
149,marketing,,0.67042488,4,,low,0.514447838,3
134,engineering,,0.784777245,4,,medium,0.593222869,6
259,sales,,0.595187337,4,,low,0.599952935,3
292,support,,0.876911899,6,,low,0.065055928,4
136,sales,,0.900848974,4,,medium,0.613122329,2
123,engineering,1,0.759501078,5,,low,0.170511971,2
224,sales,,0.49497591,5,,low,1,4
177,IT,,0.755334577,4,,low,1,2
160,sales,,0.804878732,3,,medium,0.852932129,3
175,engineering,,0.890905126,4,,low,0.117082995,5
167,support,,0.741526856,2,,medium,0.551114938,2
234,sales,,0.444028001,4,,medium,0.570650548,2
192,finance,,0.707925102,5,1,medium,0.920594897,3
135,engineering,,0.883656437,5,,medium,0.918445205,3
183,engineering,,0.701959291,4,,low,0.933842913,3
169,marketing,,0.649421707,3,,low,1,2
238,support,,0.807925106,3,,medium,1,2
185,support,,1,4,,low,0.276662359,3
258,IT,,0.640689958,5,,medium,1,2
199,engineering,,0.653190346,3,,low,0.638030142,2
132,sales,,,3,,low,0.899856224,2
153,IT,,0.470225988,2,,high,0.323242502,3
151,sales,,0.729031813,4,,medium,0.91255648,4
269,engineering,,0.580678461,5,,medium,0.958076456,2
155,IT,,0.512701714,2,,low,0.468872693,3
281,product,,0.53598277,4,,medium,0.680472257,4
142,IT,,0.584380785,4,,medium,0.952789101,2
225,finance,,0.695006033,3,,low,0.578151708,3
246,sales,,0.887311262,5,,medium,0.78556506,5
235,IT,,0.57176246,5,,medium,0.805511924,2
160,engineering,,0.742600381,4,,low,0.57095416,6
137,sales,,0.529733456,4,,medium,0.954141662,6
154,product,,0.898600552,3,,high,0.55589031,10
136,engineering,,0.916152647,4,,low,0.757608301,3
248,support,1,0.763483862,5,,low,0.909671977,8
168,management,,,4,,low,0.563459298,2
180,sales,,0.934890061,3,,medium,0.198713065,6
154,support,1,0.742730684,4,,medium,0.216222326,6
130,management,,0.988150034,5,,high,0.3206202,4
141,marketing,1,0.667296419,6,,medium,0.600458667,3
241,IT,,0.963207326,5,,medium,1,2
148,engineering,,0.602698995,2,,medium,0.452933287,3
225,sales,,1,4,,medium,0.662481418,3
156,support,1,0.485148333,6,,medium,0.316081159,2
226,IT,1,0.626798447,4,,low,0.928208525,3
140,sales,,0.54174567,2,,low,0.44416932,3
240,information_technology,,0.542378786,6,,low,0.155879636,6
134,sales,,0.539468997,2,,low,0.491956481,3
100,product,1,0.458673512,3,,medium,0.364628318,8
172,sales,,0.666262305,3,,low,0.779297136,3
150,sales,,,3,1,low,0.537085354,2
240,sales,,0.621815273,3,1,low,0.80885645,6
167,management,,0.623407575,3,,low,0.930723791,3
135,sales,,0.656015852,4,,high,0.811260773,2
254,product,,0.361724554,4,,low,0.677348998,5
136,marketing,,0.477021994,2,,medium,0.436969303,3
189,sales,,0.963808153,4,,medium,0.926896663,10
202,sales,1,0.823605811,6,1,medium,0.16836691,4
196,engineering,1,0.691069965,4,,low,0.911042766,3
286,admin,,0.906406485,5,,high,0.141137682,4
199,support,,0.407939671,2,,medium,0.458630433,2
274,support,,0.646728074,3,,medium,0.775883596,3
260,support,,0.795103548,4,,low,0.978207391,4
144,procurement,,0.507101185,2,,low,0.405639753,3
210,sales,,0.567591211,4,,medium,0.603523057,3
212,support,,0.673188504,5,,low,0.937243423,3
242,support,,0.559684741,5,,low,0.816498202,2
295,product,,0.857282815,7,,low,0.155993163,4
228,finance,,,4,,high,0.927669269,2
264,engineering,,0.583057577,2,,low,0.649412899,4
148,engineering,,0.569251859,2,,low,0.455988131,3
183,support,,0.58501833,4,,low,0.685710796,4
271,sales,,0.935265718,6,,low,0.089974466,4
141,finance,,0.758904641,5,,high,0.235359515,4
195,IT,,0.952817786,4,,low,0.671720383,3
227,support,,0.566818487,5,,medium,0.523960349,3
254,sales,,0.878704842,5,,low,0.781524393,6
142,engineering,,0.544483226,4,,low,0.916665372,3
185,finance,,0.722449205,5,,medium,0.981186393,3
182,product,1,0.454138925,3,,low,0.135420358,3
206,finance,,0.570171522,3,,low,0.707647427,4
152,engineering,,0.479107077,4,,low,0.90057744,3
123,temp,,,1,,medium,,
208,,,0.542772041,3,,low,0.694932786,4
199,engineering,,0.568101501,3,,medium,0.425458455,4
138,sales,,0.656615428,4,,medium,0.909136117,7
166,support,,0.801946885,3,,high,0.871134963,2
182,sales,,0.907114287,3,,low,0.552677364,10
192,marketing,,0.98694738,3,,high,0.918005564,3
242,support,1,0.497931143,4,,medium,0.431646137,2
225,sales,1,0.736812456,4,,medium,0.895747384,2
245,sales,,0.943670056,6,,medium,0.092742106,4
212,product,,0.72852185,3,,low,0.584039284,8
156,sales,,0.545183125,2,,medium,0.336457311,3
176,support,1,0.603396878,3,,medium,0.944891009,4
267,management,,0.864262163,7,,medium,0.073704998,4
180,support,1,,3,,high,1,2
217,marketing,,0.623256282,3,,high,0.649331592,2
270,sales,,,6,,low,1,3
172,engineering,,0.683444331,3,,low,0.639535428,3
205,sales,,0.458886028,3,,medium,0.560876136,3
141,sales,,,4,,medium,0.706378429,3
175,management,,0.864747091,4,,low,0.858794538,2
172,,,0.653010948,4,,low,0.437800094,2
81,temp,1,,1,,medium,,
217,,,0.546610493,6,,medium,0.200638806,6
98,IT,,0.966879535,3,,medium,0.644019427,3
273,management,,0.517211822,3,,low,0.910411098,6
173,marketing,,0.839019512,5,,low,0.748086646,3
267,management,,0.843198371,3,,high,0.588856908,3
199,sales,,,4,,low,0.969400025,3
231,support,,0.673388576,3,,medium,0.941344764,4
250,engineering,,0.852064347,3,,medium,0.717557431,6
292,engineering,,0.826664058,6,1,low,0.132221833,4
275,support,,1,5,,low,0.859199001,5
221,support,,0.840325443,3,,medium,0.795188108,2
216,engineering,,0.629793236,5,,low,0.138741859,6
192,finance,,0.98552635,4,,low,0.14327668,4
251,sales,,0.793355531,3,,high,0.783972688,3
224,marketing,,0.491273679,4,,low,0.530135972,3
303,sales,,0.973260486,6,,low,0.103519679,4
232,finance,,0.435455843,5,,low,0.731474246,4
147,support,1,0.745234054,5,,medium,0.271442086,6
188,engineering,,0.557247854,3,,medium,1,3
266,sales,,0.846581112,3,,low,0.325949794,7
132,temp,,,2,,medium,,
133,,,0.870426622,3,,medium,0.78134164,2
305,sales,,0.891870094,7,,medium,0.061894592,4
198,sales,,0.732182443,5,,low,0.656497689,3
143,sales,,0.519041624,5,,medium,0.786186799,4
171,IT,,0.809864076,5,,medium,1,5
259,product,,0.947355183,5,,low,0.769181577,6
171,engineering,,0.922560319,4,,medium,0.816524547,3
216,support,1,0.805290543,5,,medium,0.886358391,3
167,sales,,0.611746668,5,,low,0.604749323,8
235,,,1,5,,low,0.749100194,5
220,management,1,0.640049917,4,,high,0.61611526,3
99,support,1,0.881664706,5,,high,0.360753725,2
202,sales,,0.867311382,4,,low,0.975537467,3
250,sales,,0.878045641,3,,low,0.6359893,2
170,sales,,0.81542915,4,,medium,0.722179309,6
241,IT,,0.861313835,4,,medium,0.789625666,3
155,support,,,4,,medium,1,3
159,engineering,,0.78325639,3,,medium,0.628327344,2
158,sales,,,3,,medium,0.70848926,3
257,support,1,0.497813345,6,,low,0.418404019,6
223,IT,,0.7357685,3,,low,0.856329958,2
159,marketing,,0.507284346,2,,low,0.395361747,3
242,finance,,,4,,medium,0.989316681,2
127,marketing,,0.873037441,2,,medium,0.376486697,3
182,engineering,,0.595020095,5,,high,0.70980383,4
217,marketing,,,3,,high,0.765757221,3
181,engineering,,0.529864579,3,,medium,0.416237856,5
163,sales,1,0.930372084,4,,low,0.729295336,3
231,support,,0.912466947,4,,medium,0.745835057,3
201,sales,,0.75592739,4,,low,0.495624741,2
155,,,0.457820578,2,,medium,0.403861612,3
218,sales,,,4,,low,0.894667412,2
205,sales,1,0.697736802,2,,low,0.828957668,3
156,,,0.405661584,2,,medium,0.50271067,3
160,management,,0.669097861,5,,high,0.604951431,3
242,,,0.894566318,3,,low,0.79907943,4
177,support,,0.779645011,2,,low,0.808232758,4
187,support,,0.755058089,2,,medium,1,3
154,,,0.596032369,4,,low,0.396233376,2
263,,,0.937389892,5,,medium,0.820062459,5
203,support,,0.935689854,3,,medium,0.65646287,10
132,support,1,0.385922416,4,,medium,0.615468283,5
310,,,0.793898044,7,,low,0.111329294,4
237,IT,,0.594565239,3,,medium,0.922307202,3
258,sales,,0.56344397,4,,medium,0.692991724,3
139,IT,,0.573209107,4,,medium,0.782396956,2
257,engineering,,1,5,,medium,0.874886709,5
142,management,,,4,,medium,0.820452616,3
159,sales,,,2,,low,0.362633739,3
112,engineering,1,0.849964988,3,,low,0.584108481,4
140,engineering,,0.843109735,3,,low,0.741923777,2
146,finance,,0.797362643,3,,low,0.862803434,4
224,support,,0.745967607,3,,low,0.893763102,3
202,support,,0.80161424,3,,high,0.939429219,5
141,engineering,,0.586578896,3,,medium,1,3
152,engineering,,0.609516823,4,,low,0.797349933,3
211,engineering,1,0.785591437,3,,high,0.57201991,3
279,sales,,0.851062319,6,,low,0.066099831,4
184,sales,,,5,,medium,0.882884362,3
162,engineering,1,0.641740864,5,,medium,0.736963085,4
194,IT,,0.60550207,2,,medium,0.231242605,6
148,IT,,0.688585417,3,,low,0.715324559,2
133,sales,,0.783158309,3,,medium,0.50833144,3
189,engineering,,0.900382176,3,,low,0.654786531,2
257,sales,,0.583547362,5,,high,0.794642047,3
244,support,1,0.881153533,6,,low,0.112196801,4
126,engineering,,0.519671446,2,,low,0.500125554,3
152,product,,0.471779492,2,,low,0.33105508,3
156,sales,,0.396342231,5,,medium,0.449231377,4
143,engineering,,0.618233932,3,,medium,0.64988911,3
149,sales,,0.603512209,5,,medium,0.770318931,4
142,support,,,2,,low,0.440283132,3
224,management,,0.978790766,4,,low,0.720486206,2
191,,1,0.48429232,3,,low,0.528702394,2
234,IT,,0.996257509,4,,low,0.887839238,3
193,IT,,0.916333674,2,,low,1,2
252,marketing,,0.898083377,4,,medium,0.853915618,5
179,sales,1,0.779222821,3,,high,0.746279974,2
194,IT,,,3,,medium,0.232586935,2
203,finance,,0.634495442,3,,medium,0.938564781,2
264,finance,,0.735156824,3,,low,0.501501061,4
142,product,,0.533894422,2,,medium,0.375285447,3
186,support,,0.923895886,4,,low,0.738520269,3
204,support,,0.849481698,3,,medium,0.16458877,4
228,information_technology,,0.76060749,3,,low,0.53111636,2
159,support,1,0.739902501,4,,low,0.948965775,3
220,sales,,0.631900696,3,,low,0.799284833,3
248,marketing,,0.871899738,4,,medium,0.629805979,6
203,admin,,0.818751221,4,,medium,0.850658578,3
202,IT,,,4,,medium,0.706467377,3
252,management,,0.763055524,4,,medium,0.335340559,2
280,,,0.565752124,3,,medium,0.493396004,2
